project_id,record_type,candidate_directory,packet_path,source_index_path,code_index_path,human_review_sheet_path,source_character_label,source_character_codepoints,image_reference_count,review_status,updated_at
obs-evo-cand-000711,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/711_obs-evo-cand-000711_evobc-cat-00711_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/711_obs-evo-cand-000711_evobc-cat-00711_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/711_obs-evo-cand-000711_evobc-cat-00711_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/711_obs-evo-cand-000711_evobc-cat-00711_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/711_obs-evo-cand-000711_evobc-cat-00711_evolution-candidate/04_human-review-sheet.md,亲,U+4EB2,26,needs_human_evolution_review,2026-06-20
obs-evo-cand-000712,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/712_obs-evo-cand-000712_evobc-cat-00712_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/712_obs-evo-cand-000712_evobc-cat-00712_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/712_obs-evo-cand-000712_evobc-cat-00712_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/712_obs-evo-cand-000712_evobc-cat-00712_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/712_obs-evo-cand-000712_evobc-cat-00712_evolution-candidate/04_human-review-sheet.md,亳,U+4EB3,61,needs_human_evolution_review,2026-06-20
obs-evo-cand-000713,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/713_obs-evo-cand-000713_evobc-cat-00713_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/713_obs-evo-cand-000713_evobc-cat-00713_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/713_obs-evo-cand-000713_evobc-cat-00713_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/713_obs-evo-cand-000713_evobc-cat-00713_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/713_obs-evo-cand-000713_evobc-cat-00713_evolution-candidate/04_human-review-sheet.md,亴,U+4EB4,17,needs_human_evolution_review,2026-06-20
obs-evo-cand-000714,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/714_obs-evo-cand-000714_evobc-cat-00714_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/714_obs-evo-cand-000714_evobc-cat-00714_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/714_obs-evo-cand-000714_evobc-cat-00714_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/714_obs-evo-cand-000714_evobc-cat-00714_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/714_obs-evo-cand-000714_evobc-cat-00714_evolution-candidate/04_human-review-sheet.md,亵,U+4EB5,2,needs_human_evolution_review,2026-06-20
obs-evo-cand-000715,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/715_obs-evo-cand-000715_evobc-cat-00715_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/715_obs-evo-cand-000715_evobc-cat-00715_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/715_obs-evo-cand-000715_evobc-cat-00715_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/715_obs-evo-cand-000715_evobc-cat-00715_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/715_obs-evo-cand-000715_evobc-cat-00715_evolution-candidate/04_human-review-sheet.md,亶,U+4EB6,3,needs_human_evolution_review,2026-06-20
obs-evo-cand-000716,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/716_obs-evo-cand-000716_evobc-cat-00716_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/716_obs-evo-cand-000716_evobc-cat-00716_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/716_obs-evo-cand-000716_evobc-cat-00716_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/716_obs-evo-cand-000716_evobc-cat-00716_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/716_obs-evo-cand-000716_evobc-cat-00716_evolution-candidate/04_human-review-sheet.md,人,U+4EBA,626,needs_human_evolution_review,2026-06-20
obs-evo-cand-000717,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/717_obs-evo-cand-000717_evobc-cat-00717_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/717_obs-evo-cand-000717_evobc-cat-00717_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/717_obs-evo-cand-000717_evobc-cat-00717_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/717_obs-evo-cand-000717_evobc-cat-00717_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/717_obs-evo-cand-000717_evobc-cat-00717_evolution-candidate/04_human-review-sheet.md,亻,U+4EBB,399,needs_human_evolution_review,2026-06-20
obs-evo-cand-000718,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/718_obs-evo-cand-000718_evobc-cat-00718_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/718_obs-evo-cand-000718_evobc-cat-00718_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/718_obs-evo-cand-000718_evobc-cat-00718_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/718_obs-evo-cand-000718_evobc-cat-00718_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/718_obs-evo-cand-000718_evobc-cat-00718_evolution-candidate/04_human-review-sheet.md,亼,U+4EBC,1,needs_human_evolution_review,2026-06-20
obs-evo-cand-000719,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/719_obs-evo-cand-000719_evobc-cat-00719_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/719_obs-evo-cand-000719_evobc-cat-00719_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/719_obs-evo-cand-000719_evobc-cat-00719_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/719_obs-evo-cand-000719_evobc-cat-00719_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/719_obs-evo-cand-000719_evobc-cat-00719_evolution-candidate/04_human-review-sheet.md,亿,U+4EBF,3,needs_human_evolution_review,2026-06-20
obs-evo-cand-000720,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/720_obs-evo-cand-000720_evobc-cat-00720_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/720_obs-evo-cand-000720_evobc-cat-00720_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/720_obs-evo-cand-000720_evobc-cat-00720_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/720_obs-evo-cand-000720_evobc-cat-00720_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/720_obs-evo-cand-000720_evobc-cat-00720_evolution-candidate/04_human-review-sheet.md,什,U+4EC0,4,needs_human_evolution_review,2026-06-20
obs-evo-cand-000721,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/721_obs-evo-cand-000721_evobc-cat-00721_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/721_obs-evo-cand-000721_evobc-cat-00721_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/721_obs-evo-cand-000721_evobc-cat-00721_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/721_obs-evo-cand-000721_evobc-cat-00721_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/721_obs-evo-cand-000721_evobc-cat-00721_evolution-candidate/04_human-review-sheet.md,仁,U+4EC1,107,needs_human_evolution_review,2026-06-20
obs-evo-cand-000722,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/722_obs-evo-cand-000722_evobc-cat-00722_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/722_obs-evo-cand-000722_evobc-cat-00722_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/722_obs-evo-cand-000722_evobc-cat-00722_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/722_obs-evo-cand-000722_evobc-cat-00722_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/722_obs-evo-cand-000722_evobc-cat-00722_evolution-candidate/04_human-review-sheet.md,仄,U+4EC4,2,needs_human_evolution_review,2026-06-20
obs-evo-cand-000723,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/723_obs-evo-cand-000723_evobc-cat-00723_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/723_obs-evo-cand-000723_evobc-cat-00723_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/723_obs-evo-cand-000723_evobc-cat-00723_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/723_obs-evo-cand-000723_evobc-cat-00723_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/723_obs-evo-cand-000723_evobc-cat-00723_evolution-candidate/04_human-review-sheet.md,仅,U+4EC5,2,needs_human_evolution_review,2026-06-20
obs-evo-cand-000724,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/724_obs-evo-cand-000724_evobc-cat-00724_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/724_obs-evo-cand-000724_evobc-cat-00724_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/724_obs-evo-cand-000724_evobc-cat-00724_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/724_obs-evo-cand-000724_evobc-cat-00724_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/724_obs-evo-cand-000724_evobc-cat-00724_evolution-candidate/04_human-review-sheet.md,仆,U+4EC6,5,needs_human_evolution_review,2026-06-20
obs-evo-cand-000725,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/725_obs-evo-cand-000725_evobc-cat-00725_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/725_obs-evo-cand-000725_evobc-cat-00725_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/725_obs-evo-cand-000725_evobc-cat-00725_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/725_obs-evo-cand-000725_evobc-cat-00725_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/725_obs-evo-cand-000725_evobc-cat-00725_evolution-candidate/04_human-review-sheet.md,仇,U+4EC7,17,needs_human_evolution_review,2026-06-20
obs-evo-cand-000726,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/726_obs-evo-cand-000726_evobc-cat-00726_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/726_obs-evo-cand-000726_evobc-cat-00726_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/726_obs-evo-cand-000726_evobc-cat-00726_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/726_obs-evo-cand-000726_evobc-cat-00726_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/726_obs-evo-cand-000726_evobc-cat-00726_evolution-candidate/04_human-review-sheet.md,今,U+4ECA,180,needs_human_evolution_review,2026-06-20
