source_route_result_id,source_route_task_id,context_pack_id,source_id,priority_tags,review_focus,route_files_to_open,required_next_checks,result_status,source_register_review_status,route_file_review_status,rights_and_risk_review_status,size_checksum_review_status,derivative_promotion_status,evidence_gap_status,next_artifact_recommendation,research_boundary,output_scope,caution,updated_at
source-route-result-011,source-route-review-011,ai-context-source-coverage-001,src-sinica-da-xiaoxuetang-site,metadata_profile;download_log,open_metadata_profile_and_source_register_before_extraction,corpus/009_statistics-and-derived-features/008_ai-agent-source-coverage-context-pack.json;corpus/009_statistics-and-derived-features/007_source-coverage-summary.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/006_research-sources-and-bibliography/000_source-registers/003_source-download-manifest.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv;corpus/006_research-sources-and-bibliography/000_source-registers/013_source-download-status-codebook.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv,open_metadata_profile_rows_and_keep_extraction_reviewed_metadata_only;confirm_source_size_checksum_rights_and_risk_before_promoting_derivatives,not_started,not_collected,not_collected,not_collected,not_collected,not_decided,not_collected,not_collected,review_result_scaffold_not_scholarship,source_route_review_scaffold_only,"This row is an empty source-route review result scaffold only. All review sections remain not_collected until an agent opens the cited route files. Do not use it as source evidence, a rights decision, a promotion decision, or a decipherment conclusion.",2026-06-10
source-route-result-012,source-route-review-012,ai-context-source-coverage-001,src-sinica-yinshang-oracle-vocabulary,metadata_profile;download_log,open_metadata_profile_and_source_register_before_extraction,corpus/009_statistics-and-derived-features/008_ai-agent-source-coverage-context-pack.json;corpus/009_statistics-and-derived-features/007_source-coverage-summary.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/006_research-sources-and-bibliography/000_source-registers/003_source-download-manifest.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv;corpus/006_research-sources-and-bibliography/000_source-registers/013_source-download-status-codebook.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv,open_metadata_profile_rows_and_keep_extraction_reviewed_metadata_only;confirm_source_size_checksum_rights_and_risk_before_promoting_derivatives,not_started,not_collected,not_collected,not_collected,not_collected,not_decided,not_collected,not_collected,review_result_scaffold_not_scholarship,source_route_review_scaffold_only,"This row is an empty source-route review result scaffold only. All review sections remain not_collected until an agent opens the cited route files. Do not use it as source evidence, a rights decision, a promotion decision, or a decipherment conclusion.",2026-06-10
source-route-result-013,source-route-review-013,ai-context-source-coverage-001,src-cambridge-hopkins,download_log,open_download_manifest_log_and_package_manifest_before_promotion,corpus/009_statistics-and-derived-features/008_ai-agent-source-coverage-context-pack.json;corpus/009_statistics-and-derived-features/007_source-coverage-summary.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/006_research-sources-and-bibliography/000_source-registers/003_source-download-manifest.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv;corpus/006_research-sources-and-bibliography/000_source-registers/013_source-download-status-codebook.csv,confirm_source_size_checksum_rights_and_risk_before_promoting_derivatives,not_started,not_collected,not_collected,not_collected,not_collected,not_decided,not_collected,not_collected,review_result_scaffold_not_scholarship,source_route_review_scaffold_only,"This row is an empty source-route review result scaffold only. All review sections remain not_collected until an agent opens the cited route files. Do not use it as source evidence, a rights decision, a promotion decision, or a decipherment conclusion.",2026-06-10
source-route-result-014,source-route-review-014,ai-context-source-coverage-001,src-gbedobc,download_log,open_download_manifest_log_and_package_manifest_before_promotion,corpus/009_statistics-and-derived-features/008_ai-agent-source-coverage-context-pack.json;corpus/009_statistics-and-derived-features/007_source-coverage-summary.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/006_research-sources-and-bibliography/000_source-registers/003_source-download-manifest.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv;corpus/006_research-sources-and-bibliography/000_source-registers/013_source-download-status-codebook.csv,confirm_source_size_checksum_rights_and_risk_before_promoting_derivatives,not_started,not_collected,not_collected,not_collected,not_collected,not_decided,not_collected,not_collected,review_result_scaffold_not_scholarship,source_route_review_scaffold_only,"This row is an empty source-route review result scaffold only. All review sections remain not_collected until an agent opens the cited route files. Do not use it as source evidence, a rights decision, a promotion decision, or a decipherment conclusion.",2026-06-10
source-route-result-015,source-route-review-015,ai-context-source-coverage-001,src-ihp-museum-oracle-bones,download_log,open_download_manifest_log_and_package_manifest_before_promotion,corpus/009_statistics-and-derived-features/008_ai-agent-source-coverage-context-pack.json;corpus/009_statistics-and-derived-features/007_source-coverage-summary.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/006_research-sources-and-bibliography/000_source-registers/003_source-download-manifest.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv;corpus/006_research-sources-and-bibliography/000_source-registers/013_source-download-status-codebook.csv,confirm_source_size_checksum_rights_and_risk_before_promoting_derivatives,not_started,not_collected,not_collected,not_collected,not_collected,not_decided,not_collected,not_collected,review_result_scaffold_not_scholarship,source_route_review_scaffold_only,"This row is an empty source-route review result scaffold only. All review sections remain not_collected until an agent opens the cited route files. Do not use it as source evidence, a rights decision, a promotion decision, or a decipherment conclusion.",2026-06-10
source-route-result-016,source-route-review-016,ai-context-source-coverage-001,src-ihp-oracle-rubbings,download_log,open_download_manifest_log_and_package_manifest_before_promotion,corpus/009_statistics-and-derived-features/008_ai-agent-source-coverage-context-pack.json;corpus/009_statistics-and-derived-features/007_source-coverage-summary.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/006_research-sources-and-bibliography/000_source-registers/003_source-download-manifest.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv;corpus/006_research-sources-and-bibliography/000_source-registers/013_source-download-status-codebook.csv,confirm_source_size_checksum_rights_and_risk_before_promoting_derivatives,not_started,not_collected,not_collected,not_collected,not_collected,not_decided,not_collected,not_collected,review_result_scaffold_not_scholarship,source_route_review_scaffold_only,"This row is an empty source-route review result scaffold only. All review sections remain not_collected until an agent opens the cited route files. Do not use it as source evidence, a rights decision, a promotion decision, or a decipherment conclusion.",2026-06-10
source-route-result-017,source-route-review-017,ai-context-source-coverage-001,src-obid-ancientbooks,download_log,open_download_manifest_log_and_package_manifest_before_promotion,corpus/009_statistics-and-derived-features/008_ai-agent-source-coverage-context-pack.json;corpus/009_statistics-and-derived-features/007_source-coverage-summary.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/006_research-sources-and-bibliography/000_source-registers/003_source-download-manifest.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv;corpus/006_research-sources-and-bibliography/000_source-registers/013_source-download-status-codebook.csv,confirm_source_size_checksum_rights_and_risk_before_promoting_derivatives,not_started,not_collected,not_collected,not_collected,not_collected,not_decided,not_collected,not_collected,review_result_scaffold_not_scholarship,source_route_review_scaffold_only,"This row is an empty source-route review result scaffold only. All review sections remain not_collected until an agent opens the cited route files. Do not use it as source evidence, a rights decision, a promotion decision, or a decipherment conclusion.",2026-06-10
source-route-result-018,source-route-review-018,ai-context-source-coverage-001,src-open-oracle,download_log,open_download_manifest_log_and_package_manifest_before_promotion,corpus/009_statistics-and-derived-features/008_ai-agent-source-coverage-context-pack.json;corpus/009_statistics-and-derived-features/007_source-coverage-summary.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/006_research-sources-and-bibliography/000_source-registers/003_source-download-manifest.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv;corpus/006_research-sources-and-bibliography/000_source-registers/013_source-download-status-codebook.csv,confirm_source_size_checksum_rights_and_risk_before_promoting_derivatives,not_started,not_collected,not_collected,not_collected,not_collected,not_decided,not_collected,not_collected,review_result_scaffold_not_scholarship,source_route_review_scaffold_only,"This row is an empty source-route review result scaffold only. All review sections remain not_collected until an agent opens the cited route files. Do not use it as source evidence, a rights decision, a promotion decision, or a decipherment conclusion.",2026-06-10
source-route-result-019,source-route-review-019,ai-context-source-coverage-001,src-oracle-mnist,download_log,open_download_manifest_log_and_package_manifest_before_promotion,corpus/009_statistics-and-derived-features/008_ai-agent-source-coverage-context-pack.json;corpus/009_statistics-and-derived-features/007_source-coverage-summary.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/006_research-sources-and-bibliography/000_source-registers/003_source-download-manifest.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv;corpus/006_research-sources-and-bibliography/000_source-registers/013_source-download-status-codebook.csv,confirm_source_size_checksum_rights_and_risk_before_promoting_derivatives,not_started,not_collected,not_collected,not_collected,not_collected,not_decided,not_collected,not_collected,review_result_scaffold_not_scholarship,source_route_review_scaffold_only,"This row is an empty source-route review result scaffold only. All review sections remain not_collected until an agent opens the cited route files. Do not use it as source evidence, a rights decision, a promotion decision, or a decipherment conclusion.",2026-06-10
source-route-result-020,source-route-review-020,ai-context-source-coverage-001,src-tsinghua-oracle-bones,download_log,open_download_manifest_log_and_package_manifest_before_promotion,corpus/009_statistics-and-derived-features/008_ai-agent-source-coverage-context-pack.json;corpus/009_statistics-and-derived-features/007_source-coverage-summary.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/006_research-sources-and-bibliography/000_source-registers/003_source-download-manifest.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv;corpus/006_research-sources-and-bibliography/000_source-registers/013_source-download-status-codebook.csv,confirm_source_size_checksum_rights_and_risk_before_promoting_derivatives,not_started,not_collected,not_collected,not_collected,not_collected,not_decided,not_collected,not_collected,review_result_scaffold_not_scholarship,source_route_review_scaffold_only,"This row is an empty source-route review result scaffold only. All review sections remain not_collected until an agent opens the cited route files. Do not use it as source evidence, a rights decision, a promotion decision, or a decipherment conclusion.",2026-06-10
source-route-result-021,source-route-review-021,ai-context-source-coverage-001,src-yinqi-wenyuan,download_log,open_download_manifest_log_and_package_manifest_before_promotion,corpus/009_statistics-and-derived-features/008_ai-agent-source-coverage-context-pack.json;corpus/009_statistics-and-derived-features/007_source-coverage-summary.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/006_research-sources-and-bibliography/000_source-registers/003_source-download-manifest.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv;corpus/006_research-sources-and-bibliography/000_source-registers/013_source-download-status-codebook.csv,confirm_source_size_checksum_rights_and_risk_before_promoting_derivatives,not_started,not_collected,not_collected,not_collected,not_collected,not_decided,not_collected,not_collected,review_result_scaffold_not_scholarship,source_route_review_scaffold_only,"This row is an empty source-route review result scaffold only. All review sections remain not_collected until an agent opens the cited route files. Do not use it as source evidence, a rights decision, a promotion decision, or a decipherment conclusion.",2026-06-10
