checklist_item_id,capture_row_id,check_key,source_id,primary_external_ref_id,target_evidence_section,check_status,review_status,evidence_collection_status,package_manifest_evidence_status,file_size_review_status,checksum_review_status,storage_boundary_review_status,rights_decision_status,source_promotion_status,decipherment_claim_status,source_package_file_manifest_path,capture_scaffold_path,note_draft_path,route_files_to_open,required_review_checks,instruction,instruction_zh,updated_at,research_boundary,output_scope,caution
graph-source-evidence-package-manifest-check-011,graph-source-evidence-package-manifest-capture-002,open_capture_row,src-evobc,evobc-cat-00001,package_manifest,not_started,needs_package_manifest_capture_review,not_collected,not_collected,not_started,not_started,not_started,not_decided,not_promoted,no_claim,corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv,corpus/009_statistics-and-derived-features/038_ai-agent-graph-source-package-manifest-evidence-capture-scaffold.csv,doc/public/user_research/003_evidence-collection-tasks/evobc/graph-source-evidence-task-012_package-manifest_collection-note.md,corpus/009_statistics-and-derived-features/026_ai-agent-graph-source-evidence-collection-route-pack.json;corpus/009_statistics-and-derived-features/019_ai-agent-graph-source-package-manifest-note-draft-manifest.csv;corpus/009_statistics-and-derived-features/016_ai-agent-graph-source-evidence-collection-task-queue.csv;doc/public/user_research/003_evidence-collection-tasks/evobc/graph-source-evidence-task-012_package-manifest_collection-note.md;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv,open_package_manifest_before_recording_file_size_or_checksum;keep_raw_package_storage_boundary_explicit;keep_result_row_not_collected_until_evidence_is_source_marked;do_not_write_ai_hypothesis_as_scholarship,Open the 038 package-manifest capture row before editing any package-manifest evidence fields.,先打开 038 package manifest capture row，再编辑任何 package manifest 证据字段。,2026-06-10,evidence_collection_package_manifest_capture_review_checklist_not_scholarship,graph_source_evidence_collection_package_manifest_capture_review_checklist_only,"Checklist item only. It does not contain collected evidence, a file-size review, a checksum review, a storage-boundary review, a rights decision, source promotion, component or evolution-chain assignment, or decipherment conclusion."
graph-source-evidence-package-manifest-check-012,graph-source-evidence-package-manifest-capture-002,open_package_manifest_row,src-evobc,evobc-cat-00001,package_manifest,not_started,needs_package_manifest_capture_review,not_collected,not_collected,not_started,not_started,not_started,not_decided,not_promoted,no_claim,corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv,corpus/009_statistics-and-derived-features/038_ai-agent-graph-source-package-manifest-evidence-capture-scaffold.csv,doc/public/user_research/003_evidence-collection-tasks/evobc/graph-source-evidence-task-012_package-manifest_collection-note.md,corpus/009_statistics-and-derived-features/026_ai-agent-graph-source-evidence-collection-route-pack.json;corpus/009_statistics-and-derived-features/019_ai-agent-graph-source-package-manifest-note-draft-manifest.csv;corpus/009_statistics-and-derived-features/016_ai-agent-graph-source-evidence-collection-task-queue.csv;doc/public/user_research/003_evidence-collection-tasks/evobc/graph-source-evidence-task-012_package-manifest_collection-note.md;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv,open_package_manifest_before_recording_file_size_or_checksum;keep_raw_package_storage_boundary_explicit;keep_result_row_not_collected_until_evidence_is_source_marked;do_not_write_ai_hypothesis_as_scholarship,Open the cited source package file manifest row and verify source_id before copying evidence.,打开被引用的来源包文件 manifest 行，并在复制证据前核对 source_id。,2026-06-10,evidence_collection_package_manifest_capture_review_checklist_not_scholarship,graph_source_evidence_collection_package_manifest_capture_review_checklist_only,"Checklist item only. It does not contain collected evidence, a file-size review, a checksum review, a storage-boundary review, a rights decision, source promotion, component or evolution-chain assignment, or decipherment conclusion."
graph-source-evidence-package-manifest-check-013,graph-source-evidence-package-manifest-capture-002,verify_package_file_and_source_package_ids,src-evobc,evobc-cat-00001,package_manifest,not_started,needs_package_manifest_capture_review,not_collected,not_collected,not_started,not_started,not_started,not_decided,not_promoted,no_claim,corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv,corpus/009_statistics-and-derived-features/038_ai-agent-graph-source-package-manifest-evidence-capture-scaffold.csv,doc/public/user_research/003_evidence-collection-tasks/evobc/graph-source-evidence-task-012_package-manifest_collection-note.md,corpus/009_statistics-and-derived-features/026_ai-agent-graph-source-evidence-collection-route-pack.json;corpus/009_statistics-and-derived-features/019_ai-agent-graph-source-package-manifest-note-draft-manifest.csv;corpus/009_statistics-and-derived-features/016_ai-agent-graph-source-evidence-collection-task-queue.csv;doc/public/user_research/003_evidence-collection-tasks/evobc/graph-source-evidence-task-012_package-manifest_collection-note.md;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv,open_package_manifest_before_recording_file_size_or_checksum;keep_raw_package_storage_boundary_explicit;keep_result_row_not_collected_until_evidence_is_source_marked;do_not_write_ai_hypothesis_as_scholarship,Copy package_file_id and source_package_id only from the source package file manifest; leave evidence blank if no matching row is found.,package_file_id 和 source_package_id 只能从来源包文件 manifest 复制；未找到匹配行时保持证据字段空白。,2026-06-10,evidence_collection_package_manifest_capture_review_checklist_not_scholarship,graph_source_evidence_collection_package_manifest_capture_review_checklist_only,"Checklist item only. It does not contain collected evidence, a file-size review, a checksum review, a storage-boundary review, a rights decision, source promotion, component or evolution-chain assignment, or decipherment conclusion."
graph-source-evidence-package-manifest-check-014,graph-source-evidence-package-manifest-capture-002,verify_file_name_kind_and_url,src-evobc,evobc-cat-00001,package_manifest,not_started,needs_package_manifest_capture_review,not_collected,not_collected,not_started,not_started,not_started,not_decided,not_promoted,no_claim,corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv,corpus/009_statistics-and-derived-features/038_ai-agent-graph-source-package-manifest-evidence-capture-scaffold.csv,doc/public/user_research/003_evidence-collection-tasks/evobc/graph-source-evidence-task-012_package-manifest_collection-note.md,corpus/009_statistics-and-derived-features/026_ai-agent-graph-source-evidence-collection-route-pack.json;corpus/009_statistics-and-derived-features/019_ai-agent-graph-source-package-manifest-note-draft-manifest.csv;corpus/009_statistics-and-derived-features/016_ai-agent-graph-source-evidence-collection-task-queue.csv;doc/public/user_research/003_evidence-collection-tasks/evobc/graph-source-evidence-task-012_package-manifest_collection-note.md;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv,open_package_manifest_before_recording_file_size_or_checksum;keep_raw_package_storage_boundary_explicit;keep_result_row_not_collected_until_evidence_is_source_marked;do_not_write_ai_hypothesis_as_scholarship,"Record file name, file kind, and source URL only from the source package file manifest.",文件名、文件类型和来源 URL 只能从来源包文件 manifest 记录。,2026-06-10,evidence_collection_package_manifest_capture_review_checklist_not_scholarship,graph_source_evidence_collection_package_manifest_capture_review_checklist_only,"Checklist item only. It does not contain collected evidence, a file-size review, a checksum review, a storage-boundary review, a rights decision, source promotion, component or evolution-chain assignment, or decipherment conclusion."
graph-source-evidence-package-manifest-check-015,graph-source-evidence-package-manifest-capture-002,verify_file_size_and_download_id,src-evobc,evobc-cat-00001,package_manifest,not_started,needs_package_manifest_capture_review,not_collected,not_collected,not_started,not_started,not_started,not_decided,not_promoted,no_claim,corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv,corpus/009_statistics-and-derived-features/038_ai-agent-graph-source-package-manifest-evidence-capture-scaffold.csv,doc/public/user_research/003_evidence-collection-tasks/evobc/graph-source-evidence-task-012_package-manifest_collection-note.md,corpus/009_statistics-and-derived-features/026_ai-agent-graph-source-evidence-collection-route-pack.json;corpus/009_statistics-and-derived-features/019_ai-agent-graph-source-package-manifest-note-draft-manifest.csv;corpus/009_statistics-and-derived-features/016_ai-agent-graph-source-evidence-collection-task-queue.csv;doc/public/user_research/003_evidence-collection-tasks/evobc/graph-source-evidence-task-012_package-manifest_collection-note.md;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv,open_package_manifest_before_recording_file_size_or_checksum;keep_raw_package_storage_boundary_explicit;keep_result_row_not_collected_until_evidence_is_source_marked;do_not_write_ai_hypothesis_as_scholarship,Record file size and download ID only from the source package file manifest and keep file_size_review_status not_started until reviewed.,文件大小和 download ID 只能从来源包文件 manifest 记录，并在复核前保持 file_size_review_status 为 not_started。,2026-06-10,evidence_collection_package_manifest_capture_review_checklist_not_scholarship,graph_source_evidence_collection_package_manifest_capture_review_checklist_only,"Checklist item only. It does not contain collected evidence, a file-size review, a checksum review, a storage-boundary review, a rights decision, source promotion, component or evolution-chain assignment, or decipherment conclusion."
graph-source-evidence-package-manifest-check-016,graph-source-evidence-package-manifest-capture-002,verify_checksum_boundary,src-evobc,evobc-cat-00001,package_manifest,not_started,needs_package_manifest_capture_review,not_collected,not_collected,not_started,not_started,not_started,not_decided,not_promoted,no_claim,corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv,corpus/009_statistics-and-derived-features/038_ai-agent-graph-source-package-manifest-evidence-capture-scaffold.csv,doc/public/user_research/003_evidence-collection-tasks/evobc/graph-source-evidence-task-012_package-manifest_collection-note.md,corpus/009_statistics-and-derived-features/026_ai-agent-graph-source-evidence-collection-route-pack.json;corpus/009_statistics-and-derived-features/019_ai-agent-graph-source-package-manifest-note-draft-manifest.csv;corpus/009_statistics-and-derived-features/016_ai-agent-graph-source-evidence-collection-task-queue.csv;doc/public/user_research/003_evidence-collection-tasks/evobc/graph-source-evidence-task-012_package-manifest_collection-note.md;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv,open_package_manifest_before_recording_file_size_or_checksum;keep_raw_package_storage_boundary_explicit;keep_result_row_not_collected_until_evidence_is_source_marked;do_not_write_ai_hypothesis_as_scholarship,Keep checksum evidence blank unless a source-marked checksum is present; keep checksum_review_status not_started until reviewed.,除非有带来源标记的 checksum，否则保持 checksum 证据字段空白；复核前保持 checksum_review_status 为 not_started。,2026-06-10,evidence_collection_package_manifest_capture_review_checklist_not_scholarship,graph_source_evidence_collection_package_manifest_capture_review_checklist_only,"Checklist item only. It does not contain collected evidence, a file-size review, a checksum review, a storage-boundary review, a rights decision, source promotion, component or evolution-chain assignment, or decipherment conclusion."
graph-source-evidence-package-manifest-check-017,graph-source-evidence-package-manifest-capture-002,verify_commit_policy_and_handling_strategy,src-evobc,evobc-cat-00001,package_manifest,not_started,needs_package_manifest_capture_review,not_collected,not_collected,not_started,not_started,not_started,not_decided,not_promoted,no_claim,corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv,corpus/009_statistics-and-derived-features/038_ai-agent-graph-source-package-manifest-evidence-capture-scaffold.csv,doc/public/user_research/003_evidence-collection-tasks/evobc/graph-source-evidence-task-012_package-manifest_collection-note.md,corpus/009_statistics-and-derived-features/026_ai-agent-graph-source-evidence-collection-route-pack.json;corpus/009_statistics-and-derived-features/019_ai-agent-graph-source-package-manifest-note-draft-manifest.csv;corpus/009_statistics-and-derived-features/016_ai-agent-graph-source-evidence-collection-task-queue.csv;doc/public/user_research/003_evidence-collection-tasks/evobc/graph-source-evidence-task-012_package-manifest_collection-note.md;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv,open_package_manifest_before_recording_file_size_or_checksum;keep_raw_package_storage_boundary_explicit;keep_result_row_not_collected_until_evidence_is_source_marked;do_not_write_ai_hypothesis_as_scholarship,Record commit policy and handling strategy only from the package manifest; do not infer repository safety from file size alone.,提交策略和处理策略只能从 package manifest 记录；不得仅凭文件大小推断仓库安全性。,2026-06-10,evidence_collection_package_manifest_capture_review_checklist_not_scholarship,graph_source_evidence_collection_package_manifest_capture_review_checklist_only,"Checklist item only. It does not contain collected evidence, a file-size review, a checksum review, a storage-boundary review, a rights decision, source promotion, component or evolution-chain assignment, or decipherment conclusion."
graph-source-evidence-package-manifest-check-018,graph-source-evidence-package-manifest-capture-002,verify_rights_and_review_status_boundary,src-evobc,evobc-cat-00001,package_manifest,not_started,needs_package_manifest_capture_review,not_collected,not_collected,not_started,not_started,not_started,not_decided,not_promoted,no_claim,corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv,corpus/009_statistics-and-derived-features/038_ai-agent-graph-source-package-manifest-evidence-capture-scaffold.csv,doc/public/user_research/003_evidence-collection-tasks/evobc/graph-source-evidence-task-012_package-manifest_collection-note.md,corpus/009_statistics-and-derived-features/026_ai-agent-graph-source-evidence-collection-route-pack.json;corpus/009_statistics-and-derived-features/019_ai-agent-graph-source-package-manifest-note-draft-manifest.csv;corpus/009_statistics-and-derived-features/016_ai-agent-graph-source-evidence-collection-task-queue.csv;doc/public/user_research/003_evidence-collection-tasks/evobc/graph-source-evidence-task-012_package-manifest_collection-note.md;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv,open_package_manifest_before_recording_file_size_or_checksum;keep_raw_package_storage_boundary_explicit;keep_result_row_not_collected_until_evidence_is_source_marked;do_not_write_ai_hypothesis_as_scholarship,Record rights and review status only from the package manifest; do not turn them into a rights decision.,权利和复核状态只能从 package manifest 记录；不得把它们转换成权利决定。,2026-06-10,evidence_collection_package_manifest_capture_review_checklist_not_scholarship,graph_source_evidence_collection_package_manifest_capture_review_checklist_only,"Checklist item only. It does not contain collected evidence, a file-size review, a checksum review, a storage-boundary review, a rights decision, source promotion, component or evolution-chain assignment, or decipherment conclusion."
graph-source-evidence-package-manifest-check-019,graph-source-evidence-package-manifest-capture-002,block_source_promotion,src-evobc,evobc-cat-00001,package_manifest,not_started,needs_package_manifest_capture_review,not_collected,not_collected,not_started,not_started,not_started,not_decided,not_promoted,no_claim,corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv,corpus/009_statistics-and-derived-features/038_ai-agent-graph-source-package-manifest-evidence-capture-scaffold.csv,doc/public/user_research/003_evidence-collection-tasks/evobc/graph-source-evidence-task-012_package-manifest_collection-note.md,corpus/009_statistics-and-derived-features/026_ai-agent-graph-source-evidence-collection-route-pack.json;corpus/009_statistics-and-derived-features/019_ai-agent-graph-source-package-manifest-note-draft-manifest.csv;corpus/009_statistics-and-derived-features/016_ai-agent-graph-source-evidence-collection-task-queue.csv;doc/public/user_research/003_evidence-collection-tasks/evobc/graph-source-evidence-task-012_package-manifest_collection-note.md;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv,open_package_manifest_before_recording_file_size_or_checksum;keep_raw_package_storage_boundary_explicit;keep_result_row_not_collected_until_evidence_is_source_marked;do_not_write_ai_hypothesis_as_scholarship,"Do not promote the source, package row, staging row, graph edge, component relation, or evolution relation from this checklist.",不得从本 checklist 提升来源、package row、staging row、图谱边、构件关系或演化关系。,2026-06-10,evidence_collection_package_manifest_capture_review_checklist_not_scholarship,graph_source_evidence_collection_package_manifest_capture_review_checklist_only,"Checklist item only. It does not contain collected evidence, a file-size review, a checksum review, a storage-boundary review, a rights decision, source promotion, component or evolution-chain assignment, or decipherment conclusion."
graph-source-evidence-package-manifest-check-020,graph-source-evidence-package-manifest-capture-002,block_decipherment_claim,src-evobc,evobc-cat-00001,package_manifest,not_started,needs_package_manifest_capture_review,not_collected,not_collected,not_started,not_started,not_started,not_decided,not_promoted,no_claim,corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv,corpus/009_statistics-and-derived-features/038_ai-agent-graph-source-package-manifest-evidence-capture-scaffold.csv,doc/public/user_research/003_evidence-collection-tasks/evobc/graph-source-evidence-task-012_package-manifest_collection-note.md,corpus/009_statistics-and-derived-features/026_ai-agent-graph-source-evidence-collection-route-pack.json;corpus/009_statistics-and-derived-features/019_ai-agent-graph-source-package-manifest-note-draft-manifest.csv;corpus/009_statistics-and-derived-features/016_ai-agent-graph-source-evidence-collection-task-queue.csv;doc/public/user_research/003_evidence-collection-tasks/evobc/graph-source-evidence-task-012_package-manifest_collection-note.md;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv,open_package_manifest_before_recording_file_size_or_checksum;keep_raw_package_storage_boundary_explicit;keep_result_row_not_collected_until_evidence_is_source_marked;do_not_write_ai_hypothesis_as_scholarship,Do not write a decipherment claim or AI hypothesis as scholarship from this checklist.,不得从本 checklist 写入释读声明，也不得把 AI 假说写成学术结论。,2026-06-10,evidence_collection_package_manifest_capture_review_checklist_not_scholarship,graph_source_evidence_collection_package_manifest_capture_review_checklist_only,"Checklist item only. It does not contain collected evidence, a file-size review, a checksum review, a storage-boundary review, a rights decision, source promotion, component or evolution-chain assignment, or decipherment conclusion."
graph-source-evidence-package-manifest-check-021,graph-source-evidence-package-manifest-capture-003,open_capture_row,src-obimd,obimd-sub-p8w7ujqanz,package_manifest,not_started,needs_package_manifest_capture_review,not_collected,not_collected,not_started,not_started,not_started,not_decided,not_promoted,no_claim,corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv,corpus/009_statistics-and-derived-features/038_ai-agent-graph-source-package-manifest-evidence-capture-scaffold.csv,doc/public/user_research/003_evidence-collection-tasks/obimd/graph-source-evidence-task-021_package-manifest_collection-note.md,corpus/009_statistics-and-derived-features/026_ai-agent-graph-source-evidence-collection-route-pack.json;corpus/009_statistics-and-derived-features/019_ai-agent-graph-source-package-manifest-note-draft-manifest.csv;corpus/009_statistics-and-derived-features/016_ai-agent-graph-source-evidence-collection-task-queue.csv;doc/public/user_research/003_evidence-collection-tasks/obimd/graph-source-evidence-task-021_package-manifest_collection-note.md;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv,open_package_manifest_before_recording_file_size_or_checksum;keep_raw_package_storage_boundary_explicit;keep_result_row_not_collected_until_evidence_is_source_marked;do_not_write_ai_hypothesis_as_scholarship,Open the 038 package-manifest capture row before editing any package-manifest evidence fields.,先打开 038 package manifest capture row，再编辑任何 package manifest 证据字段。,2026-06-10,evidence_collection_package_manifest_capture_review_checklist_not_scholarship,graph_source_evidence_collection_package_manifest_capture_review_checklist_only,"Checklist item only. It does not contain collected evidence, a file-size review, a checksum review, a storage-boundary review, a rights decision, source promotion, component or evolution-chain assignment, or decipherment conclusion."
graph-source-evidence-package-manifest-check-022,graph-source-evidence-package-manifest-capture-003,open_package_manifest_row,src-obimd,obimd-sub-p8w7ujqanz,package_manifest,not_started,needs_package_manifest_capture_review,not_collected,not_collected,not_started,not_started,not_started,not_decided,not_promoted,no_claim,corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv,corpus/009_statistics-and-derived-features/038_ai-agent-graph-source-package-manifest-evidence-capture-scaffold.csv,doc/public/user_research/003_evidence-collection-tasks/obimd/graph-source-evidence-task-021_package-manifest_collection-note.md,corpus/009_statistics-and-derived-features/026_ai-agent-graph-source-evidence-collection-route-pack.json;corpus/009_statistics-and-derived-features/019_ai-agent-graph-source-package-manifest-note-draft-manifest.csv;corpus/009_statistics-and-derived-features/016_ai-agent-graph-source-evidence-collection-task-queue.csv;doc/public/user_research/003_evidence-collection-tasks/obimd/graph-source-evidence-task-021_package-manifest_collection-note.md;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv,open_package_manifest_before_recording_file_size_or_checksum;keep_raw_package_storage_boundary_explicit;keep_result_row_not_collected_until_evidence_is_source_marked;do_not_write_ai_hypothesis_as_scholarship,Open the cited source package file manifest row and verify source_id before copying evidence.,打开被引用的来源包文件 manifest 行，并在复制证据前核对 source_id。,2026-06-10,evidence_collection_package_manifest_capture_review_checklist_not_scholarship,graph_source_evidence_collection_package_manifest_capture_review_checklist_only,"Checklist item only. It does not contain collected evidence, a file-size review, a checksum review, a storage-boundary review, a rights decision, source promotion, component or evolution-chain assignment, or decipherment conclusion."
graph-source-evidence-package-manifest-check-023,graph-source-evidence-package-manifest-capture-003,verify_package_file_and_source_package_ids,src-obimd,obimd-sub-p8w7ujqanz,package_manifest,not_started,needs_package_manifest_capture_review,not_collected,not_collected,not_started,not_started,not_started,not_decided,not_promoted,no_claim,corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv,corpus/009_statistics-and-derived-features/038_ai-agent-graph-source-package-manifest-evidence-capture-scaffold.csv,doc/public/user_research/003_evidence-collection-tasks/obimd/graph-source-evidence-task-021_package-manifest_collection-note.md,corpus/009_statistics-and-derived-features/026_ai-agent-graph-source-evidence-collection-route-pack.json;corpus/009_statistics-and-derived-features/019_ai-agent-graph-source-package-manifest-note-draft-manifest.csv;corpus/009_statistics-and-derived-features/016_ai-agent-graph-source-evidence-collection-task-queue.csv;doc/public/user_research/003_evidence-collection-tasks/obimd/graph-source-evidence-task-021_package-manifest_collection-note.md;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv,open_package_manifest_before_recording_file_size_or_checksum;keep_raw_package_storage_boundary_explicit;keep_result_row_not_collected_until_evidence_is_source_marked;do_not_write_ai_hypothesis_as_scholarship,Copy package_file_id and source_package_id only from the source package file manifest; leave evidence blank if no matching row is found.,package_file_id 和 source_package_id 只能从来源包文件 manifest 复制；未找到匹配行时保持证据字段空白。,2026-06-10,evidence_collection_package_manifest_capture_review_checklist_not_scholarship,graph_source_evidence_collection_package_manifest_capture_review_checklist_only,"Checklist item only. It does not contain collected evidence, a file-size review, a checksum review, a storage-boundary review, a rights decision, source promotion, component or evolution-chain assignment, or decipherment conclusion."
graph-source-evidence-package-manifest-check-024,graph-source-evidence-package-manifest-capture-003,verify_file_name_kind_and_url,src-obimd,obimd-sub-p8w7ujqanz,package_manifest,not_started,needs_package_manifest_capture_review,not_collected,not_collected,not_started,not_started,not_started,not_decided,not_promoted,no_claim,corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv,corpus/009_statistics-and-derived-features/038_ai-agent-graph-source-package-manifest-evidence-capture-scaffold.csv,doc/public/user_research/003_evidence-collection-tasks/obimd/graph-source-evidence-task-021_package-manifest_collection-note.md,corpus/009_statistics-and-derived-features/026_ai-agent-graph-source-evidence-collection-route-pack.json;corpus/009_statistics-and-derived-features/019_ai-agent-graph-source-package-manifest-note-draft-manifest.csv;corpus/009_statistics-and-derived-features/016_ai-agent-graph-source-evidence-collection-task-queue.csv;doc/public/user_research/003_evidence-collection-tasks/obimd/graph-source-evidence-task-021_package-manifest_collection-note.md;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv,open_package_manifest_before_recording_file_size_or_checksum;keep_raw_package_storage_boundary_explicit;keep_result_row_not_collected_until_evidence_is_source_marked;do_not_write_ai_hypothesis_as_scholarship,"Record file name, file kind, and source URL only from the source package file manifest.",文件名、文件类型和来源 URL 只能从来源包文件 manifest 记录。,2026-06-10,evidence_collection_package_manifest_capture_review_checklist_not_scholarship,graph_source_evidence_collection_package_manifest_capture_review_checklist_only,"Checklist item only. It does not contain collected evidence, a file-size review, a checksum review, a storage-boundary review, a rights decision, source promotion, component or evolution-chain assignment, or decipherment conclusion."
graph-source-evidence-package-manifest-check-025,graph-source-evidence-package-manifest-capture-003,verify_file_size_and_download_id,src-obimd,obimd-sub-p8w7ujqanz,package_manifest,not_started,needs_package_manifest_capture_review,not_collected,not_collected,not_started,not_started,not_started,not_decided,not_promoted,no_claim,corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv,corpus/009_statistics-and-derived-features/038_ai-agent-graph-source-package-manifest-evidence-capture-scaffold.csv,doc/public/user_research/003_evidence-collection-tasks/obimd/graph-source-evidence-task-021_package-manifest_collection-note.md,corpus/009_statistics-and-derived-features/026_ai-agent-graph-source-evidence-collection-route-pack.json;corpus/009_statistics-and-derived-features/019_ai-agent-graph-source-package-manifest-note-draft-manifest.csv;corpus/009_statistics-and-derived-features/016_ai-agent-graph-source-evidence-collection-task-queue.csv;doc/public/user_research/003_evidence-collection-tasks/obimd/graph-source-evidence-task-021_package-manifest_collection-note.md;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv,open_package_manifest_before_recording_file_size_or_checksum;keep_raw_package_storage_boundary_explicit;keep_result_row_not_collected_until_evidence_is_source_marked;do_not_write_ai_hypothesis_as_scholarship,Record file size and download ID only from the source package file manifest and keep file_size_review_status not_started until reviewed.,文件大小和 download ID 只能从来源包文件 manifest 记录，并在复核前保持 file_size_review_status 为 not_started。,2026-06-10,evidence_collection_package_manifest_capture_review_checklist_not_scholarship,graph_source_evidence_collection_package_manifest_capture_review_checklist_only,"Checklist item only. It does not contain collected evidence, a file-size review, a checksum review, a storage-boundary review, a rights decision, source promotion, component or evolution-chain assignment, or decipherment conclusion."
graph-source-evidence-package-manifest-check-026,graph-source-evidence-package-manifest-capture-003,verify_checksum_boundary,src-obimd,obimd-sub-p8w7ujqanz,package_manifest,not_started,needs_package_manifest_capture_review,not_collected,not_collected,not_started,not_started,not_started,not_decided,not_promoted,no_claim,corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv,corpus/009_statistics-and-derived-features/038_ai-agent-graph-source-package-manifest-evidence-capture-scaffold.csv,doc/public/user_research/003_evidence-collection-tasks/obimd/graph-source-evidence-task-021_package-manifest_collection-note.md,corpus/009_statistics-and-derived-features/026_ai-agent-graph-source-evidence-collection-route-pack.json;corpus/009_statistics-and-derived-features/019_ai-agent-graph-source-package-manifest-note-draft-manifest.csv;corpus/009_statistics-and-derived-features/016_ai-agent-graph-source-evidence-collection-task-queue.csv;doc/public/user_research/003_evidence-collection-tasks/obimd/graph-source-evidence-task-021_package-manifest_collection-note.md;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv,open_package_manifest_before_recording_file_size_or_checksum;keep_raw_package_storage_boundary_explicit;keep_result_row_not_collected_until_evidence_is_source_marked;do_not_write_ai_hypothesis_as_scholarship,Keep checksum evidence blank unless a source-marked checksum is present; keep checksum_review_status not_started until reviewed.,除非有带来源标记的 checksum，否则保持 checksum 证据字段空白；复核前保持 checksum_review_status 为 not_started。,2026-06-10,evidence_collection_package_manifest_capture_review_checklist_not_scholarship,graph_source_evidence_collection_package_manifest_capture_review_checklist_only,"Checklist item only. It does not contain collected evidence, a file-size review, a checksum review, a storage-boundary review, a rights decision, source promotion, component or evolution-chain assignment, or decipherment conclusion."
graph-source-evidence-package-manifest-check-027,graph-source-evidence-package-manifest-capture-003,verify_commit_policy_and_handling_strategy,src-obimd,obimd-sub-p8w7ujqanz,package_manifest,not_started,needs_package_manifest_capture_review,not_collected,not_collected,not_started,not_started,not_started,not_decided,not_promoted,no_claim,corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv,corpus/009_statistics-and-derived-features/038_ai-agent-graph-source-package-manifest-evidence-capture-scaffold.csv,doc/public/user_research/003_evidence-collection-tasks/obimd/graph-source-evidence-task-021_package-manifest_collection-note.md,corpus/009_statistics-and-derived-features/026_ai-agent-graph-source-evidence-collection-route-pack.json;corpus/009_statistics-and-derived-features/019_ai-agent-graph-source-package-manifest-note-draft-manifest.csv;corpus/009_statistics-and-derived-features/016_ai-agent-graph-source-evidence-collection-task-queue.csv;doc/public/user_research/003_evidence-collection-tasks/obimd/graph-source-evidence-task-021_package-manifest_collection-note.md;corpus/006_research-sources-and-bibliography/000_source-registers/009_source-package-file-manifest.csv,open_package_manifest_before_recording_file_size_or_checksum;keep_raw_package_storage_boundary_explicit;keep_result_row_not_collected_until_evidence_is_source_marked;do_not_write_ai_hypothesis_as_scholarship,Record commit policy and handling strategy only from the package manifest; do not infer repository safety from file size alone.,提交策略和处理策略只能从 package manifest 记录；不得仅凭文件大小推断仓库安全性。,2026-06-10,evidence_collection_package_manifest_capture_review_checklist_not_scholarship,graph_source_evidence_collection_package_manifest_capture_review_checklist_only,"Checklist item only. It does not contain collected evidence, a file-size review, a checksum review, a storage-boundary review, a rights decision, source promotion, component or evolution-chain assignment, or decipherment conclusion."
