next_action_id,evidence_snapshot_id,source_engineering_gap_id,review_log_draft_id,source_id,gap_type,priority_rank,action_lane,automation_scope,human_gate,primary_input_path,secondary_input_paths,review_log_path,expected_result_path,checklist_items,blocking_condition,safe_to_automate_status,action_status,human_review_status,rights_decision_status,source_promotion_status,corpus_import_status,research_boundary,caution,updated_at
source-engineering-next-action-0011,source-engineering-gap-evidence-snapshot-0011,source-engineering-gap-0011,source-engineering-gap-review-log-draft-0011,src-xiaoxuetang-jiaguwen,checksum_or_failed_download_status_review_needed,2,checksum_and_download_status_review,existing_download_log_metadata_only,human_confirms_failed_or_restricted_download_rows_before_package_promotion,corpus/009_statistics-and-derived-features/103_ai-agent-source-engineering-gap-evidence-snapshot.csv,corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/013_source-download-status-codebook.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv,doc/public/user_research/009_source-engineering-gap-review-queues/0011_src-xiaoxuetang-jiaguwen_checksum_or_failed_download_status_review_needed_review-log.md,doc/public/user_research/009_source-engineering-gap-review-queues/0011_src-xiaoxuetang-jiaguwen_checksum_or_failed_download_status_review_needed_next-action-result.md,open_download_log;verify_status_and_size_fields;confirm_checksum_absence_or_presence;record_retry_or_no-retry_decision,no_source_package_or_derivative_promotion_without_reviewed_download_status,metadata_audit_safe_checksum_recalculation_blocked,ready_for_source_engineering_review,pending_human_review,no_new_rights_decision,not_promoted,not_imported,source_engineering_next_action_checklist_not_scholarship,"This checklist only schedules source-engineering preprocessing review. It does not execute downloads, recalculate checksums, clear rights, promote sources, import corpus records, confirm oracle-character identity, or make decipherment conclusions.",2026-06-19
source-engineering-next-action-0012,source-engineering-gap-evidence-snapshot-0012,source-engineering-gap-0012,source-engineering-gap-review-log-draft-0012,src-cambridge-hopkins,metadata_profile_extraction_needed,4,metadata_profile_extraction_planning,profile_extraction_can_be_scripted_from_reviewed_local_or_registered_rows,human_reviews_profile_scope_before_using_raw_or_access_restricted_content,corpus/009_statistics-and-derived-features/103_ai-agent-source-engineering-gap-evidence-snapshot.csv,corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv,doc/public/user_research/009_source-engineering-gap-review-queues/0012_src-cambridge-hopkins_metadata_profile_extraction_needed_review-log.md,doc/public/user_research/009_source-engineering-gap-review-queues/0012_src-cambridge-hopkins_metadata_profile_extraction_needed_next-action-result.md,open_source_register;open_download_log;open_existing_metadata_profiles;define_profile_metrics;record_extraction_boundary,no_profile_from_raw_or_restricted_material_until_source_route_is_reviewed,scriptable_after_route_review,ready_for_source_engineering_review,pending_human_review,no_new_rights_decision,not_promoted,not_imported,source_engineering_next_action_checklist_not_scholarship,"This checklist only schedules source-engineering preprocessing review. It does not execute downloads, recalculate checksums, clear rights, promote sources, import corpus records, confirm oracle-character identity, or make decipherment conclusions.",2026-06-19
source-engineering-next-action-0013,source-engineering-gap-evidence-snapshot-0013,source-engineering-gap-0013,source-engineering-gap-review-log-draft-0013,src-ihp-oracle-rubbings,metadata_profile_extraction_needed,4,metadata_profile_extraction_planning,profile_extraction_can_be_scripted_from_reviewed_local_or_registered_rows,human_reviews_profile_scope_before_using_raw_or_access_restricted_content,corpus/009_statistics-and-derived-features/103_ai-agent-source-engineering-gap-evidence-snapshot.csv,corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv,doc/public/user_research/009_source-engineering-gap-review-queues/0013_src-ihp-oracle-rubbings_metadata_profile_extraction_needed_review-log.md,doc/public/user_research/009_source-engineering-gap-review-queues/0013_src-ihp-oracle-rubbings_metadata_profile_extraction_needed_next-action-result.md,open_source_register;open_download_log;open_existing_metadata_profiles;define_profile_metrics;record_extraction_boundary,no_profile_from_raw_or_restricted_material_until_source_route_is_reviewed,scriptable_after_route_review,ready_for_source_engineering_review,pending_human_review,no_new_rights_decision,not_promoted,not_imported,source_engineering_next_action_checklist_not_scholarship,"This checklist only schedules source-engineering preprocessing review. It does not execute downloads, recalculate checksums, clear rights, promote sources, import corpus records, confirm oracle-character identity, or make decipherment conclusions.",2026-06-19
source-engineering-next-action-0014,source-engineering-gap-evidence-snapshot-0014,source-engineering-gap-0014,source-engineering-gap-review-log-draft-0014,src-obid-ancientbooks,metadata_profile_extraction_needed,4,metadata_profile_extraction_planning,profile_extraction_can_be_scripted_from_reviewed_local_or_registered_rows,human_reviews_profile_scope_before_using_raw_or_access_restricted_content,corpus/009_statistics-and-derived-features/103_ai-agent-source-engineering-gap-evidence-snapshot.csv,corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv,doc/public/user_research/009_source-engineering-gap-review-queues/0014_src-obid-ancientbooks_metadata_profile_extraction_needed_review-log.md,doc/public/user_research/009_source-engineering-gap-review-queues/0014_src-obid-ancientbooks_metadata_profile_extraction_needed_next-action-result.md,open_source_register;open_download_log;open_existing_metadata_profiles;define_profile_metrics;record_extraction_boundary,no_profile_from_raw_or_restricted_material_until_source_route_is_reviewed,scriptable_after_route_review,ready_for_source_engineering_review,pending_human_review,no_new_rights_decision,not_promoted,not_imported,source_engineering_next_action_checklist_not_scholarship,"This checklist only schedules source-engineering preprocessing review. It does not execute downloads, recalculate checksums, clear rights, promote sources, import corpus records, confirm oracle-character identity, or make decipherment conclusions.",2026-06-19
source-engineering-next-action-0015,source-engineering-gap-evidence-snapshot-0015,source-engineering-gap-0015,source-engineering-gap-review-log-draft-0015,src-xiaoxuetang-jiaguwen,metadata_profile_extraction_needed,4,metadata_profile_extraction_planning,profile_extraction_can_be_scripted_from_reviewed_local_or_registered_rows,human_reviews_profile_scope_before_using_raw_or_access_restricted_content,corpus/009_statistics-and-derived-features/103_ai-agent-source-engineering-gap-evidence-snapshot.csv,corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv,doc/public/user_research/009_source-engineering-gap-review-queues/0015_src-xiaoxuetang-jiaguwen_metadata_profile_extraction_needed_review-log.md,doc/public/user_research/009_source-engineering-gap-review-queues/0015_src-xiaoxuetang-jiaguwen_metadata_profile_extraction_needed_next-action-result.md,open_source_register;open_download_log;open_existing_metadata_profiles;define_profile_metrics;record_extraction_boundary,no_profile_from_raw_or_restricted_material_until_source_route_is_reviewed,scriptable_after_route_review,ready_for_source_engineering_review,pending_human_review,no_new_rights_decision,not_promoted,not_imported,source_engineering_next_action_checklist_not_scholarship,"This checklist only schedules source-engineering preprocessing review. It does not execute downloads, recalculate checksums, clear rights, promote sources, import corpus records, confirm oracle-character identity, or make decipherment conclusions.",2026-06-19
source-engineering-next-action-0016,source-engineering-gap-evidence-snapshot-0016,source-engineering-gap-0016,source-engineering-gap-review-log-draft-0016,src-xiaoxuetang-obm,metadata_profile_extraction_needed,4,metadata_profile_extraction_planning,profile_extraction_can_be_scripted_from_reviewed_local_or_registered_rows,human_reviews_profile_scope_before_using_raw_or_access_restricted_content,corpus/009_statistics-and-derived-features/103_ai-agent-source-engineering-gap-evidence-snapshot.csv,corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;project_registry/006_large-source-register/002_source-download-log.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv,doc/public/user_research/009_source-engineering-gap-review-queues/0016_src-xiaoxuetang-obm_metadata_profile_extraction_needed_review-log.md,doc/public/user_research/009_source-engineering-gap-review-queues/0016_src-xiaoxuetang-obm_metadata_profile_extraction_needed_next-action-result.md,open_source_register;open_download_log;open_existing_metadata_profiles;define_profile_metrics;record_extraction_boundary,no_profile_from_raw_or_restricted_material_until_source_route_is_reviewed,scriptable_after_route_review,ready_for_source_engineering_review,pending_human_review,no_new_rights_decision,not_promoted,not_imported,source_engineering_next_action_checklist_not_scholarship,"This checklist only schedules source-engineering preprocessing review. It does not execute downloads, recalculate checksums, clear rights, promote sources, import corpus records, confirm oracle-character identity, or make decipherment conclusions.",2026-06-19
source-engineering-next-action-0017,source-engineering-gap-evidence-snapshot-0017,source-engineering-gap-0017,source-engineering-gap-review-log-draft-0017,src-ihp-museum-oracle-bones,source_field_map_needed,5,source_field_map_planning,field_map_schema_design_only,human_confirms_target_record_type_and_source_field_meaning,corpus/009_statistics-and-derived-features/103_ai-agent-source-engineering-gap-evidence-snapshot.csv,corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/006_research-sources-and-bibliography/000_source-registers/007_source-field-map.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv,doc/public/user_research/009_source-engineering-gap-review-queues/0017_src-ihp-museum-oracle-bones_source_field_map_needed_review-log.md,doc/public/user_research/009_source-engineering-gap-review-queues/0017_src-ihp-museum-oracle-bones_source_field_map_needed_next-action-result.md,open_source_register;open_existing_field_map;identify_target_record_type;draft_field_mapping;mark_unknown_fields_pending_review,no_import_until_field_semantics_are_reviewed,schema_scaffold_safe_semantic_mapping_requires_review,ready_for_source_engineering_review,pending_human_review,no_new_rights_decision,not_promoted,not_imported,source_engineering_next_action_checklist_not_scholarship,"This checklist only schedules source-engineering preprocessing review. It does not execute downloads, recalculate checksums, clear rights, promote sources, import corpus records, confirm oracle-character identity, or make decipherment conclusions.",2026-06-19
source-engineering-next-action-0018,source-engineering-gap-evidence-snapshot-0018,source-engineering-gap-0018,source-engineering-gap-review-log-draft-0018,src-open-oracle,source_field_map_needed,5,source_field_map_planning,field_map_schema_design_only,human_confirms_target_record_type_and_source_field_meaning,corpus/009_statistics-and-derived-features/103_ai-agent-source-engineering-gap-evidence-snapshot.csv,corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/006_research-sources-and-bibliography/000_source-registers/007_source-field-map.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv,doc/public/user_research/009_source-engineering-gap-review-queues/0018_src-open-oracle_source_field_map_needed_review-log.md,doc/public/user_research/009_source-engineering-gap-review-queues/0018_src-open-oracle_source_field_map_needed_next-action-result.md,open_source_register;open_existing_field_map;identify_target_record_type;draft_field_mapping;mark_unknown_fields_pending_review,no_import_until_field_semantics_are_reviewed,schema_scaffold_safe_semantic_mapping_requires_review,ready_for_source_engineering_review,pending_human_review,no_new_rights_decision,not_promoted,not_imported,source_engineering_next_action_checklist_not_scholarship,"This checklist only schedules source-engineering preprocessing review. It does not execute downloads, recalculate checksums, clear rights, promote sources, import corpus records, confirm oracle-character identity, or make decipherment conclusions.",2026-06-19
source-engineering-next-action-0019,source-engineering-gap-evidence-snapshot-0019,source-engineering-gap-0019,source-engineering-gap-review-log-draft-0019,src-oracle-mnist,source_field_map_needed,5,source_field_map_planning,field_map_schema_design_only,human_confirms_target_record_type_and_source_field_meaning,corpus/009_statistics-and-derived-features/103_ai-agent-source-engineering-gap-evidence-snapshot.csv,corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/006_research-sources-and-bibliography/000_source-registers/007_source-field-map.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv,doc/public/user_research/009_source-engineering-gap-review-queues/0019_src-oracle-mnist_source_field_map_needed_review-log.md,doc/public/user_research/009_source-engineering-gap-review-queues/0019_src-oracle-mnist_source_field_map_needed_next-action-result.md,open_source_register;open_existing_field_map;identify_target_record_type;draft_field_mapping;mark_unknown_fields_pending_review,no_import_until_field_semantics_are_reviewed,schema_scaffold_safe_semantic_mapping_requires_review,ready_for_source_engineering_review,pending_human_review,no_new_rights_decision,not_promoted,not_imported,source_engineering_next_action_checklist_not_scholarship,"This checklist only schedules source-engineering preprocessing review. It does not execute downloads, recalculate checksums, clear rights, promote sources, import corpus records, confirm oracle-character identity, or make decipherment conclusions.",2026-06-19
source-engineering-next-action-0020,source-engineering-gap-evidence-snapshot-0020,source-engineering-gap-0020,source-engineering-gap-review-log-draft-0020,src-yinqi-wenyuan,source_field_map_needed,5,source_field_map_planning,field_map_schema_design_only,human_confirms_target_record_type_and_source_field_meaning,corpus/009_statistics-and-derived-features/103_ai-agent-source-engineering-gap-evidence-snapshot.csv,corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/006_research-sources-and-bibliography/000_source-registers/001_all-sources-index.csv;corpus/006_research-sources-and-bibliography/000_source-registers/007_source-field-map.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv,doc/public/user_research/009_source-engineering-gap-review-queues/0020_src-yinqi-wenyuan_source_field_map_needed_review-log.md,doc/public/user_research/009_source-engineering-gap-review-queues/0020_src-yinqi-wenyuan_source_field_map_needed_next-action-result.md,open_source_register;open_existing_field_map;identify_target_record_type;draft_field_mapping;mark_unknown_fields_pending_review,no_import_until_field_semantics_are_reviewed,schema_scaffold_safe_semantic_mapping_requires_review,ready_for_source_engineering_review,pending_human_review,no_new_rights_decision,not_promoted,not_imported,source_engineering_next_action_checklist_not_scholarship,"This checklist only schedules source-engineering preprocessing review. It does not execute downloads, recalculate checksums, clear rights, promote sources, import corpus records, confirm oracle-character identity, or make decipherment conclusions.",2026-06-19
source-engineering-next-action-0021,source-engineering-gap-evidence-snapshot-0021,source-engineering-gap-0021,source-engineering-gap-review-log-draft-0021,src-sinica-da-xiaoxuetang-site,safe_derived_record_decision_needed,7,safe_derived_record_decision,derived_record_route_planning_only,human_confirms_safe_derivative_kind_rights_and_source_trail_before_promotion,corpus/009_statistics-and-derived-features/103_ai-agent-source-engineering-gap-evidence-snapshot.csv,corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/009_statistics-and-derived-features/007_source-coverage-summary.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv,doc/public/user_research/009_source-engineering-gap-review-queues/0021_src-sinica-da-xiaoxuetang-site_safe_derived_record_decision_needed_review-log.md,doc/public/user_research/009_source-engineering-gap-review-queues/0021_src-sinica-da-xiaoxuetang-site_safe_derived_record_decision_needed_next-action-result.md,open_pipeline_audit;open_coverage_summary;open_source_register;identify_candidate_derived_record;record_rights_risk_and_review_status,no_derived_record_promotion_without_source_marked_reviewed_boundary,planning_safe_derivative_promotion_blocked,ready_for_source_engineering_review,pending_human_review,no_new_rights_decision,not_promoted,not_imported,source_engineering_next_action_checklist_not_scholarship,"This checklist only schedules source-engineering preprocessing review. It does not execute downloads, recalculate checksums, clear rights, promote sources, import corpus records, confirm oracle-character identity, or make decipherment conclusions.",2026-06-19
source-engineering-next-action-0022,source-engineering-gap-evidence-snapshot-0022,source-engineering-gap-0022,source-engineering-gap-review-log-draft-0022,src-sinica-yinshang-oracle-vocabulary,safe_derived_record_decision_needed,7,safe_derived_record_decision,derived_record_route_planning_only,human_confirms_safe_derivative_kind_rights_and_source_trail_before_promotion,corpus/009_statistics-and-derived-features/103_ai-agent-source-engineering-gap-evidence-snapshot.csv,corpus/009_statistics-and-derived-features/094_source-processing-pipeline-audit.csv;corpus/009_statistics-and-derived-features/007_source-coverage-summary.csv;corpus/006_research-sources-and-bibliography/000_source-registers/010_downloaded-metadata-profile.csv;corpus/009_statistics-and-derived-features/009_ai-agent-source-route-review-queue.csv,doc/public/user_research/009_source-engineering-gap-review-queues/0022_src-sinica-yinshang-oracle-vocabulary_safe_derived_record_decision_needed_review-log.md,doc/public/user_research/009_source-engineering-gap-review-queues/0022_src-sinica-yinshang-oracle-vocabulary_safe_derived_record_decision_needed_next-action-result.md,open_pipeline_audit;open_coverage_summary;open_source_register;identify_candidate_derived_record;record_rights_risk_and_review_status,no_derived_record_promotion_without_source_marked_reviewed_boundary,planning_safe_derivative_promotion_blocked,ready_for_source_engineering_review,pending_human_review,no_new_rights_decision,not_promoted,not_imported,source_engineering_next_action_checklist_not_scholarship,"This checklist only schedules source-engineering preprocessing review. It does not execute downloads, recalculate checksums, clear rights, promote sources, import corpus records, confirm oracle-character identity, or make decipherment conclusions.",2026-06-19
